가게이름,음식이 맛있어요,친절해요,특별한 메뉴가 있어요,매장이 청결해요,재료가 신선해요,가성비가 좋아요,양이 많아요,인테리어가 멋져요,혼밥하기 좋아요,링크,address,tel,menu1,price,image1,menu2,price2,image2,menu3,price3,image3,menu4,price4,image4
야키토리 묵,0.273,0.169,0.161,0.056,0.139,0.076,0.025,0.08,0.021,19560959,서울 마포구 성미산로 165-1 1층 우측,0507-1405-2840,야키토리 묵 오마카세 3.5,변동,none,야키토리 묵 오마카세,변동,none,오늘의 메뉴,"25,000원",none,안심타다끼,"4,000원",none
구주홍대,0.324,0.147,0.165,0.088,0,0.082,0,0.194,0,176361524,서울 마포구 와우산로17길 18 1층 구주홍대,0507-1439-3439,진격의 구주도넛,"31,500원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230818_20%2F1692318190098gTkJQ_JPEG%2F%25B1%25B8%25C1%25D6_%25B8%25DE%25B4%25BA_25.jpg,호르몬냄비전골,"29,800원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230818_2%2F1692318236469ee1Y3_JPEG%2F%25B1%25B8%25C1%25D6_%25B8%25DE%25B4%25BA_20.jpg,바지락술찜,"20,800원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230818_92%2F1692318256930usfY8_JPEG%2F%25B1%25B8%25C1%25D6_%25B8%25DE%25B4%25BA_03.jpg,오뎅나베,"24,900원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230818_37%2F1692318282366KtsgN_JPEG%2F%25B1%25B8%25C1%25D6_%25B8%25DE%25B4%25BA_09.jpg
텍사스바베큐레스토랑,0.282,0.153,0.148,0.096,0.059,0,0.057,0.204,0,183159745,서울 마포구 월드컵로3길 14 마포한강푸르지오2차상가 218호,0507-1309-7620,텍사스바베큐모듬,"59,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230822_82%2F1692709388533o1YHg_JPEG%2FIMG_7798.jpg,베이비 백립,"48,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230822_206%2F1692709345306U9ohp_JPEG%2FIMG_7716.jpg,양갈비바베큐,"49,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230822_5%2F169270946304563I2a_JPEG%2FIMG_7778.jpg,풀드포크 300g,"33,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230822_4%2F16927095786432zA6L_JPEG%2FIMG_7749.jpg
참바른김밥,0.258,0.169,0.061,0.052,0.146,0.101,0.111,0.004,0.098,102732116,서울 마포구 독막로 43-1 101호,02-323-8737,단짠김밥,"6,000원",none,계란김밥,"5,000원",none,참바른김밥,"3,500원",none,참치김밥,"5,000원",none
하와이조개 홍대점,0.267,0.152,0.065,0.127,0.189,0.091,0,0.109,0,141957598,서울 마포구 와우산로21길 19-8 태경빌딩 지하 1층,0507-1383-8897,연인세트,"73,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230822_137%2F1692690578487v3l0p_JPEG%2F6%25BF%25AC%25C0%25CE%25C0%25FC%25B0%25F1%25BC%25BC%25C6%25AE.jpg,하와이조개구이,"48,800원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230822_279%2F16926909036132F1oT_JPEG%2F1%25C7%25CF%25BF%25CD%25C0%25CC%25C1%25B6%25B0%25B3%25B1%25B8%25C0%25CC2%25C0%25CE.jpg,니가가라하와이 4인세트,"106,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230822_253%2F1692695025982j2dgV_JPEG%2F7%25B4%25CF%25B0%25A1%25B0%25A1%25B6%25F34%25C0%25CE%25BC%25BC%25C6%25AE.jpg,진짜해물 떡볶이,"15,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230822_251%2F1692694928555vhyI6_JPEG%2F27%25C7%25D8%25B9%25B0%25B6%25B1%25BA%25BA%25C0%25CC.jpg
또보겠지떡볶이집 호호피크닉점,0.403,0.121,0.101,0.059,0.098,0.085,0.086,0.047,0,173257589,서울 마포구 독막로3길 34 2층,0507-1305-5819,버터갈릭 감자튀김,"6,500원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fnaverbooking-phinf.pstatic.net%2F20220430_241%2F16513002734118XDkS_JPEG%2FKakaoTalk_20220430_151815260_02.jpg,2인분(2인기본사리),"14,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fnaverbooking-phinf.pstatic.net%2F20220430_96%2F1651299646453xfwk1_JPEG%2FKakaoTalk_20220430_151815260_03.jpg,날치알볶음밥,"3,500원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220430_203%2F1651300228199WUpFF_JPEG%2FKakaoTalk_20220430_151815260_04.jpg,1인떡볶이,"7,500원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220430_297%2F1651299719224FR53v_JPEG%2FKakaoTalk_20220430_151815260_03.jpg
카타코토카페,0.282,0.136,0.133,0.021,0.057,0.023,0.09,0.117,0.139,3763766,서울 마포구 동교로 148-6 지층 일부,02-3141-5151,Osaka Curry,"9,000원",none,,,,,,,,,
잇스시,0.204,0.162,0.071,0.121,0.191,0.137,0.018,0.07,0.026,118550640,서울 마포구 홍익로5안길 24 1층 101호,0507-1447-8882,사시미 플레이트,"45,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230809_137%2F1691580188473NrVRY_JPEG%2F_DL_2740.jpg,스시 플레이트,"24,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230809_237%2F1691580130228jiCsm_JPEG%2F_DL_2776.jpg,연어 사시미,"22,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230809_83%2F1691580675969GWuYE_JPEG%2F_DL_2714.jpg,우니 도로 단새우 관자,"53,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230809_103%2F1691580169485YWoyP_JPEG%2F_DL_2774.jpg
미담,0.253,0.103,0.126,0.092,0.195,0.092,0.034,0.103,0,108886547,서울 마포구 성미산로29안길 25 2층,0507-1334-4163,스시,"25,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231003_288%2F1696309021610JJRrd_JPEG%2FScreenshot_20231003_135511_KakaoTalk.jpg,참치사시미,"48,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230916_25%2F16948386442073KQ0e_JPEG%2F1694823628600.jpg,전복버터야끼,"29,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230915_38%2F1694744910854yb92C_JPEG%2FKakaoTalk_20230914_112912815_02.jpg,해물미소나베,"25,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230915_146%2F1694744919152sQfNA_JPEG%2FKakaoTalk_20230914_112912815_03.jpg
아필립,0.149,0.262,0.199,0.104,0.063,0.05,0,0.172,0,3387761,서울 마포구 성미산로 191 1층 아필립,010-4914-7269,야채 야끼 커리,"13,500원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201117_126%2F1605620758044oLN75_JPEG%2FWXOVbC2ikv7nERc_uvUY3xKo.jpg,토마토 가지 그라탕,"14,500원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210405_123%2F1617560735564SCbkl_JPEG%2FFxL3_L5TiWwu1t5k6c_1UnS5.jpg,최고등급 한돈 올리브유숙성 등갈비,"29,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201117_190%2F1605622380179VR9sH_PNG%2FkzYTTH_ShvS9NvXoYboKNHbQ.png,닭구이,"20,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201117_119%2F16056226220752XdzM_PNG%2F7FPev0cuAZCacuhpOoxDKjcV.png
카즈,0.47,0.186,0.142,0.109,0,0,0,0.093,0,3522200,서울 마포구 월드컵로3길 44,02-335-1631,사시미 5종 + 성게알,"45,000원",none,성게알 단품,"23,000원",none,방어가마 사시미+구이,"34,000원",none,차돌박이 얼큰짬뽕,"23,000원",none
올바른김밥,0.295,0.103,0.173,0.036,0.194,0.044,0.03,0.002,0.122,70381686,서울 마포구 성미산로 200 올바른김밥,02-3142-3681,연어김밥,"8,000원",none,참치김밥,"4,000원",none,계란김밥,"5,000원",none,키토계란연어김밥,"8,000원",none
칸다소바,0.345,0.113,0.138,0.036,0.066,0.029,0.095,0.018,0.161,173609556,서울 마포구 와우산로 51-6,0507-1375-1660,츠케멘,"13,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230606_187%2F1685980168293AqgUl_JPEG%2F%25C3%25F7%25C4%25C9%25B8%25E0.jpg,돈코츠 이에케 라멘,"12,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230131_289%2F16751519045038nFsB_JPEG%2F3A5B63F3-6739-49B7-B675-9B81F55B206D.jpeg,마제소바,"11,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220928_236%2F1664344141840C3hN1_JPEG%2FKakaoTalk_20220927_153016909_02.jpg,돼지껍데기 아부라소바,"13,500원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220928_194%2F16643441501806lWPR_JPEG%2FKakaoTalk_20220927_153016909_01.jpg
합정숯불갈비,0.349,0.197,0.035,0.074,0.127,0.14,0.066,0,0.013,104261620,서울 마포구 월드컵로3길 31-5,0507-1447-8482,수제양념돼지갈비,"14,000원",none,소갈비살,"16,000원",none,돼지생갈비,"14,000원",none,옛날불고기,"9,000원",none
대세박목살 합정점,0.338,0.195,0.121,0.089,0.102,0.082,0.073,0,0,169790201,서울 마포구 월드컵로1길 14 B117-2호 대세박목살,0507-1314-2244,목살 소,"38,900원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220530_235%2F1653897176291sB28p_JPEG%2F1653411451301.jpg,목살 대,"49,900원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220530_261%2F1653897144096vKEru_JPEG%2F1653411451301.jpg,등심 생 껍데기,"9,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220530_212%2F1653897225429bdOai_JPEG%2F1653411467262.jpg,숙주채소볶음,"5,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220530_25%2F1653897298139A7Fdq_JPEG%2F1653411464452.jpg
자성당,0.422,0.041,0.152,0.02,0.075,0.087,0.09,0,0.112,3495925,서울 마포구 잔다리로7안길 3,02-324-1707,자성당끝판왕세트,"25,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221214_37%2F1670996266327MWWN3_JPEG%2FOIOfQTDfVKoAEDj6hfIbEqNPUn8rmHLEynwkoGc8j1ERXtgVVhJ68WKLD0UvfGlF.jpg,자성당떡볶이(밀떡),"5,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221214_159%2F1670996293819g8yOI_JPEG%2FOIOfQTDfVKoAEDj6hfIbEmT3sKz4K3dPTl6ey0uUODGnsUDJ-aw49xpSeg-nuKoQ.jpg,자성당비빔쫄면(1인분),"7,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221214_49%2F1670996266376baKNj_JPEG%2FOIOfQTDfVKoAEDj6hfIbEm-GD4pkCRosFKc2VIhKN5_ntyj46_9HQO5Vt4FAcZNq.jpg,자성당냉쫄면(1인분),"7,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221214_159%2F1670996503860akInG_JPEG%2FOIOfQTDfVKoAEDj6hfIbEh-ZGFkMcxxfoRVAF4TRt-wEBwCBIyzpmYp7UdpIcxJ7.jpg
뉴오더클럽 연남,0.389,0.151,0.132,0.046,0.058,0.034,0.072,0.119,0,117348060,서울 마포구 동교로34길 3,02-336-1025,포테이토(R 13인치),"23,000원",none,페퍼로니(R 13인치),"22,000원",none,콰트로 치즈(R 13인치),"21,000원",none,,,
청년다방 홍대로데오점,0.48,0.134,0.073,0.055,0.061,0.086,0.098,0,0.015,198975271,서울 마포구 홍익로 25,02-3144-1823,맵도전떡볶이,"14,500원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230823_254%2F16927694565643SwDS_JPEG%2F%25C3%25BB%25B3%25E2%25B4%25D9%25B9%25E6_%25C4%25ED%25C6%25CE%25C0%25CC%25C3%25F7_%25B8%25DE%25B4%25BA_%25C0%25CC%25B9%25CC%25C1%25F6_%25B4%25DC%25C7%25B0%25B6%25B1%25BA%25BA%25C0%25CC_ver.2307-16.jpg,버터치킹,"16,500원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230823_225%2F1692770043371qcysP_JPEG%2F%25C3%25BB%25B3%25E2%25B4%25D9%25B9%25E6_%25B9%25E8%25B9%25CE_%25B8%25DE%25B4%25BA_%25C0%25CC%25B9%25CC%25C1%25F6_%25BB%25E7%25C0%25CC%25B5%25E5_%25B8%25DE%25B4%25BA_ver.2307-24.jpg,맵치킹,"16,500원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230823_242%2F1692769973753bBTaO_JPEG%2F%25C3%25BB%25B3%25E2%25B4%25D9%25B9%25E6_%25B9%25E8%25B9%25CE_%25B8%25DE%25B4%25BA_%25C0%25CC%25B9%25CC%25C1%25F6_%25BB%25E7%25C0%25CC%25B5%25E5_%25B8%25DE%25B4%25BA_ver.2307-23.jpg,버터갈릭감자튀김,"5,500원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230823_20%2F1692770137988hnjF4_JPEG%2F5.jpg
옥희네 떡볶이,0.268,0.152,0.048,0.106,0.06,0.159,0.068,0,0.139,192789320,서울 서대문구 신촌로 61-1 1층,0507-1331-1714,옥희네 떡볶이,"4,000원",none,찹쌀순대,"4,500원",none,대왕오징어,"2,000원",none,순대꼬치,"1,800원",none
도쿄쿠루미,0.412,0.147,0.167,0.093,0,0.049,0,0.132,0,3640628,서울 마포구 동교로 242-13 2층,070-7766-0807,도쿄쿠루미 꼬치구이 9종,"38,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230913_162%2F16945505194839rDFp_JPEG%2FA73DA551-10A3-4448-9DC9-3E082DF2CB83.jpeg,오늘의 사시미,"28,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230902_107%2F1693587956535Penfx_JPEG%2F974A288D-9366-436F-B14D-055149B2DA9F.jpeg,항정살 미소야키,"20,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230913_13%2F1694550785171BQ0cq_JPEG%2F7A1E549D-4C27-49D9-9280-9CD0142BA3B6.jpeg,목살 쇼가야키,"18,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230913_186%2F1694550875563A49k5_JPEG%2F4BA6E1A5-B461-4667-AE14-62BD15729B92.jpeg
갓잇 연남점,0.405,0.132,0.113,0.066,0.11,0.033,0.071,0.07,0,169035445,서울 마포구 성미산로 161-13 1층,0507-1312-9451,A 세트 (2인 추천),"37,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220311_36%2F1646970911860abrkz_JPEG%2F%25B6%25F3%25C5%25A9%25B8%25F9_A%25BC%25BC%25C6%25AE-50.jpg,B 세트 (2인 추천),"39,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220311_90%2F1646970920174vKzWn_JPEG%2F%25B6%25F3%25C5%25A9%25B8%25F9_B%25BC%25BC%25C6%25AE-50.jpg,C 세트 (2인 추천),"39,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220311_120%2F1646971099195T30Ep_JPEG%2F%25B6%25F3%25C5%25A9%25B8%25F9_C%25BC%25BC%25C6%25AE-50.jpg,타코 세트 (3인 추천),"52,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220311_193%2F164697102539222Iz1_JPEG%2F%25B6%25F3%25C5%25A9%25B8%25F9_%25C5%25B8%25C4%25DA%25BC%25BC%25C6%25AE-50.jpg
명장,0.332,0.179,0.031,0.031,0.049,0.152,0.139,0,0.085,127021340,서울 마포구 와우산로 39-5 1층,0507-1302-8792,찹쌀탕수육,"19,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180102_235%2F1514884651727C50W7_PNG%2F2VNKlp04c6AOBt_k_6O2tvt-.PNG.png,깐풍기,"16,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230418_299%2F1681794078908UqwrW_JPEG%2F%25B1%25F1%25C7%25B3%25B1%25E2.jpg,짬뽕,"8,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230418_210%2F1681794038720EAXuz_JPEG%2F%25B8%25ED%25C0%25E5_%25C2%25AB%25BB%25CD.jpg,짜장면,"7,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230418_85%2F1681794010262Og22j_JPEG%2F%25C2%25A5%25C0%25E5%25B8%25E9.jpg
천사곱창 홍대2호점,0.38,0.25,0.062,0.064,0.072,0.095,0.078,0,0,179796475,서울 마포구 양화로6길 79 1층 천사곱창,02-6338-1005,한우모듬곱창,"21,900원",none,한우소곱창,"20,900원",none,소곱창,"18,900원",none,소대창,"18,900원",none
두끼 홍대점,0.33,0.088,0.058,0.034,0.078,0.232,0.157,0,0.021,3728843,서울 마포구 홍익로6길 8,02-325-0737,성인,"10,900원",none,학생,"9,900원",none,소인,"5,900원",none,,,
아빠의양식당,0.354,0.198,0.115,0.115,0.146,0,0,0.073,0,3868194,서울 마포구 양화로3길 37-1,02-333-1772,生 양갈비 230g,"31,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210420_281%2F161888370836450rHi_JPEG%2FWuoAKDNZD4ub0OCGAx1qW1iK.jpg,生 양등심 180g,"30,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210420_201%2F1618883735722DPAFy_JPEG%2Fku7Xfj-NA4n7fDfrjvpdapu1.jpg,生 양고기 180g,"29,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210420_163%2F1618883762165VRqM2_JPEG%2FCYyRWpguqeN_lGTRPBr7SQth.jpg,羊 육개장,"19,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210420_299%2F1618883814217tB9Eg_JPEG%2FURGei6XnvajUHrdo_0Dp8jrZ.jpg
합정생고기김치찌개,0.38,0.125,0.025,0.04,0.075,0.178,0.118,0,0.059,3594038,서울 마포구 독막로 49,02-334-8895,생고기김치찌개,"9,000원",none,제육볶음,"10,000원",none,돼지불백,"10,000원",none,오징어볶음,"10,000원",none
홍대우동,0.27,0.088,0.074,0.047,0.091,0.199,0.101,0.014,0.115,120352237,서울 마포구 양화로 178-8 1층,02-332-1241,우동,"5,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230725_194%2F1690270552030hD9eP_JPEG%2F%25BF%25EC%25B5%25BF5000.jpg,얼큰우동,"6,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230725_176%2F1690288547164FKgH2_JPEG%2F%25BE%25F3%25C5%25AB%25BF%25EC%25B5%25BF6000.jpg,유부우동,"6,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230725_78%2F1690288606434x6Dmr_JPEG%2F%25C0%25AF%25BA%25CE%25BF%25EC%25B5%25BF6000.jpg,얼큰유부우동,"7,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230725_114%2F1690288662377474SU_JPEG%2F%25BE%25F3%25C5%25AB%25C0%25AF%25BA%25CE%25BF%25EC%25B5%25BF.jpg
비스트로가마,0.312,0.209,0.154,0.068,0.113,0.035,0,0.109,0,165395523,서울 마포구 동교로38안길 10 1층,02-336-0963,*예약 티본스테이크 100g당,"14,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200611_37%2F1591870623137oEBVC_JPEG%2F6UXJycZzbar3XitaidplDR4e.jpeg.jpg,푸타네스카 파스타,"19,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200611_170%2F1591870737792ibXKm_JPEG%2FZ_ZOlxNatCl0HwF6_EYyVmaC.jpeg.jpg,구운 가지와 오리 베이컨,"15,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200611_80%2F15918708844426DJBa_PNG%2F_BKRgepsdQSTKZGMzMee4DQl.png,살치살 스테이크 250g,"44,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220117_40%2F1642392796813ER4JL_JPEG%2FKakaoTalk_20220113_123741127.jpg
풍년숯불갈비,0.353,0.211,0.035,0.101,0.088,0.14,0.072,0,0,1880077,서울 마포구 동교로 264,0507-1378-5818,풍년 돼지갈비 250g(국내산),"14,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230221_223%2F1676973358959MKbyb_JPEG%2FKakaoTalk_20230220_160215852_09.jpg,생 삼겹살 160g(국내산),"15,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230221_96%2F1676973381343auXWe_JPEG%2FKakaoTalk_20230220_160215852_03.jpg,목살 160g,"15,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230623_180%2F1687523029767I1Y2T_JPEG%2FIMG_9523.jpg,갈비살 150g,"18,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230221_65%2F1676960681948ySQzn_JPEG%2FK-012.jpg
