가게이름,음식이 맛있어요,친절해요,특별한 메뉴가 있어요,매장이 청결해요,재료가 신선해요,가성비가 좋아요,양이 많아요,인테리어가 멋져요,혼밥하기 좋아요,링크,address,tel,menu1,price,menu2,price2,menu3,price3,menu4,price4
훼드라,0.203,0.188,0.217,0,0.029,0.116,0.043,0.043,0.159,167476862,서울 서대문구 연세로5길 32,02-323-3201,해장라면,"6,000원",김치찌개,"17,000원",제육볶음,"17,000원",오징어볶음,"17,000원"
홍대오잉크,0.247,0.193,0.089,0.12,0.089,0.154,0.107,0,0,103318467,서울 마포구 와우산로21길 31-11 B동 1층,0507-1348-7363,고기모듬600g(100g-5333원),"32,000원",부속모듬600g(100g-5333원),"32,000원",섞어모듬600g(100g-5333원),"32,000원",오잉크하이볼,"6,000원"
연남동 수제버거 펄시티버거,0.255,0.126,0.074,0.128,0.106,0.044,0.049,0.111,0.105,181146733,서울 마포구 동교로39길 7 1층,0507-1458-7512,Grilled BBQ Chicken,"8,500원",The Original (THE OG),"8,700원",Honey Buffalo Chicken,"8,300원",Buffalo Wings,"5,000원"
육값하네,0.491,0.245,0.045,0,0.055,0.118,0.045,0,0,36573544,서울 마포구 양화로6길 94,02-325-9770,소막창,"18,000원",돼지막창,"14,000원",우삼겹,"12,000원",소갈비살,"18,000원"
스시 테마리겐,0.357,0.107,0.071,0.036,0.179,0.107,0.107,0,0.036,158332134,서울 마포구 독막로 92-15 1층 101호,0507-1371-1515,연어테마리스시 15P,"15,000원",테마리스시 12P,"15,000원",한치 계란 유부 테마리 세트 15P,"12,000원",연어 광어 가츠오 테마리 세트 15P,"20,000원"
우뜸,0.279,0.219,0.103,0.097,0.12,0.046,0,0.137,0,146911945,서울 마포구 연희로1길 59-2 2층,0507-1324-9906,와규등심,"22,000원",와인,변동,와인콜키지,"10,000원",와규갈비살,"20,000원"
봉쥬르밥상,0.439,0.152,0.091,0.061,0.106,0.03,0.015,0.061,0.045,3392048,서울 마포구 성미산로26길 37 지층 101호,02-337-9850,한우설렁탕,"10,000원",한우곰탕,"11,000원",소고기부추비빔밥,"10,000원",한우사골라면,"10,000원"
한성축산식당,0.365,0.141,0,0.021,0.12,0.193,0.141,0,0.021,3600475,서울 마포구 연남로 33,02-375-8447,생등심 200g,"25,000원",특수부위 200g,"19,000원",생삼겹살 200g,"14,000원",돼지갈비 250g,"14,000원"
콩청대,0.327,0.169,0.071,0.085,0.126,0.075,0.062,0,0.084,132061884,서울 마포구 포은로 29-1,0507-1361-4434,초당순두부,"8,000원",콩국수,"11,000원",콩국물 900ml,"9,000원",콩국물 1.8 ml,"17,000원"
리춘시장 합정역점,0.355,0.13,0.098,0.062,0.052,0.228,0.075,0,0,169613653,서울 마포구 독막로3길 46 1층,02-333-8959,우삼겹마라전골,"21,900원",마라샹궈,"13,900원",석류하이볼,"5,900원",리춘계란볶음밥,"7,000원"
수지앤파스타,0.356,0.157,0.063,0.073,0.066,0.114,0.068,0.063,0.04,3719253,서울 마포구 독막로15길 3-18,0507-1305-8780,수지감자뇨끼,"17,000원",고르곤졸라 리조또,"16,000원",풍기 비스떼까,"15,000원",수지 비스큐로제,"16,000원"
멘텐도,0.319,0.021,0.191,0.043,0.085,0,0,0.043,0.298,101139635,서울 마포구 포은로2나길 44 지층 일부호,010-4888-8894,쇼유라멘,"10,000원",쇼유라멘+오리차슈,"13,500원",시루나시 탄탄멘,"12,000원",,
합정숯불갈비,0.345,0.207,0.03,0.073,0.125,0.138,0.06,0,0.022,104261620,서울 마포구 월드컵로3길 31-5,0507-1447-8482,수제양념돼지갈비,"14,000원",소갈비살,"16,000원",돼지생갈비,"14,000원",옛날불고기,"9,000원"
우아하게,0.248,0.154,0.104,0.106,0.101,0.033,0.033,0.129,0.092,112962751,서울 마포구 동교로 185 1층 우아하게,02-336-7883,숯불떡갈비 스테이크 한식3pc,"17,000원",숯불함바그 스테이크 양식3p,"17,000원",부채살스테이크정식,"20,000원",꼬치류 안주,"4,000원"
상수주택,0.358,0.187,0.141,0.078,0,0.061,0,0.176,0,143094374,서울 마포구 독막로15길 19 2층 상수주택,0507-1313-4083,상수 문어 보쌈,"30,000원",치즈김치전,"19,000원",차돌된장전골,"23,000원",살치 육전,"24,000원"
랑빠스81,0.291,0.144,0.235,0.021,0.074,0.049,0,0.186,0,3728202,서울 마포구 동교로30길 17-1 101호,070-7779-8181,Plateau de Charcuterie,"48,000원",Frisée aux lardons,"16,000원",Salade de gésiers de canard confit,"17,000원",Soupe a l'oignon gratinée,"11,000원"
마라1983,0.326,0.114,0,0.079,0.123,0.152,0.082,0.041,0.082,159937891,서울 마포구 독막로 61-6 2층,070-8286-8170,1983마라오징어볶음,"16,000원",꿔바로우,"16,000원",마라샹궈,변동,마라탕,변동
괴르츠,0.372,0.177,0.079,0.079,0.085,0.051,0,0.157,0,1172613,서울 마포구 토정로 136-13 JNC빌딩 7층,02-336-1745,Bistecca Rose pasta,"40,000원",런치 코스or세트,"33,000~115,000",디너 코스,"98,000원",디너 커플 세트 (2인),"140,000원"
봄이보리밥 합정점,0.266,0.131,0.068,0.133,0.189,0.066,0.147,0,0,198067595,"서울 마포구 월드컵로3길 14 마포한강푸르지오2차 지하1층 B155, B156, B157, B158호",0507-1343-7486,먹갈치 보리밥 반상,"15,000원",고사리 갈치조림,"16,000원",오징어볶음 보리밥 반상,"15,000원",봄이 2인세트,"38,000원"
돼지굴 돈마카세,0.273,0.218,0.218,0,0.036,0.145,0.036,0.073,0,124438364,서울 마포구 월드컵로1길 52 2층,0507-1318-4449,디너 코스,"35,000원",주류페어링,"25,000원",예약은 캐치테이블로 부탁드립니다!,무료,평일 디너 1부 코스,"25,000원"
연남파도,0.304,0.208,0.174,0.155,0,0,0,0.159,0,186013529,서울 마포구 성미산로 153-14 2층,010-3443-6756,사시미 2인,"42,000원",모듬 스시,"28,000원",트러플 광어 세비체,"20,000원",사바보우즈시,"25,000원"
바다회사랑2호점,0.408,0.078,0.113,0.028,0.24,0.048,0.085,0,0,3552384,서울 마포구 동교로 143,02-325-3435,광어 소,"45,000원",광어 중,"60,000원",광어 대,"70,000원",우럭 중,"60,000원"
훠궈나라 홍대점,0.348,0.078,0.054,0.027,0.132,0.208,0.13,0,0.024,182303218,서울 마포구 어울마당로 133 1층 훠궈나라,0507-1339-1592,훠궈 무한리필 평일점심,"13,800원","훠궈 무한리필 평일오후/주말,공휴일","17,800원",,,,
락희안 가좌본점,0.395,0.146,0.13,0.09,0.137,0.053,0.049,0,0,137849686,"서울 서대문구 가재울로4길 53 1, 2층",0507-1375-7581,전복돌판누룽지탕,"43,000원",대파꿔바로우,"28,000원",옛날짜장,"8,000원",부용완자,"38,000원"
커들룸 연남,0.267,0.138,0.129,0.1,0.067,0.038,0.043,0.219,0,107188031,서울 마포구 동교로38길 41 지하1층,0507-1345-3918,하우스 스테이크,"31,000원",페퍼로니 라자냐,"19,000원",새우 볼케이노 파스타,"18,000원",버터 오믈렛 라이스,"18,000원"
녹원쌈밥 연남점,0.322,0.159,0.034,0.107,0.245,0.046,0.068,0,0.02,134810245,서울 마포구 동교로27길 102 1층,02-332-9483,녹원쌈밥,"16,000원",보쌈정식,"16,000원",막국수,"12,000원",메밀전,"14,000원"
하와이조개 홍대점,0.263,0.157,0.062,0.138,0.184,0.086,0,0.11,0,141957598,서울 마포구 와우산로21길 19-8 태경빌딩 지하 1층,0507-1383-8897,연인세트,"69,000원",하와이조개구이,"44,800원",통가리비구이,"47,800원",무제한 한강라면,무료
준지의아름다운하루,0.455,0.179,0.08,0.062,0,0.143,0,0.08,0,3397972,서울 마포구 독막로 48 2층,02-3144-6760,너트닭강정,"16,900원",가라아게튀김,"16,900원",치킨뱅이 무침,"18,900원",버팔로맛닭봉,"16,900원"
김밥먹는날,0.299,0.159,0.015,0.022,0.057,0.187,0.06,0,0.201,1315460,서울 마포구 동교로 198 태양빌딩 1층,02-3141-6339,라볶이,"5,500원",김치볶음밥,"8,000원",야채김밥,"3,500원",소고기김밥,"5,000원"
산더미불고기,0.291,0.124,0.093,0.068,0.105,0.141,0.177,0,0,3155871,서울 마포구 어울마당로 47,0507-1305-7626,산더미불고기(1인분),"18,000원",양푼이매운갈비찜(1인분),"16,000원",제주급냉삽겹살,"14,000원",대패삽겹살(130g),"6,000원"
원조감자탕일미집 홍대점,0.35,0.182,0,0.153,0.088,0.124,0.044,0.015,0.044,129951561,서울 마포구 동교로19길 4 1층,0507-1367-3429,감자탕백반,"9,000원",감자탕 (대),"35,000원",감자탕 (중),"28,000원",감자탕 (소),"21,000원"
연남물갈비,0.404,0.142,0.109,0.052,0.05,0.058,0.185,0,0,141898129,서울 마포구 동교로25길 37 1층,02-333-9211,연남물갈비,"18,000~72,000",연남소불고기,"18,000~72,000",점심특선,"13,000~52,000",사이드메뉴,"9,000~18,000"
정원각,0.387,0.199,0.051,0.024,0.038,0.137,0.048,0,0.116,86264175,서울 마포구 동교로 182-3,0507-1401-3324,생조개낙지짬뽕,"13,000원",생조개짬뽕,"11,000원",삼선불짬뽕,"10,000원",생조개꽃게짬뽕,"13,000원"
쿄 라멘,0.272,0.137,0.117,0.047,0.061,0.114,0.106,0.006,0.141,163657119,"서울 마포구 동교로46길 25 지층 쿄, 라멘",0507-1327-8043,아부라소바,"8,000원",츠케멘,"10,000원",쿄 라멘,"8,000원",매운 돈코츠라멘,"8,500원"
신미경홍대닭갈비,0.377,0.153,0.04,0.048,0.078,0.112,0.192,0,0,3257224,서울 마포구 와우산로21길 31-10 1층,0507-1325-5222,치즈 퐁듀 닭갈비,"15,000원",야채닭갈비 220g,"13,000원",날치알볶음밥/눈꽃치즈볶음밥,"3,000원",사리류,"2,000원"
육전국밥 합정점,0.386,0.074,0.055,0.09,0.049,0.116,0.088,0,0.143,102835058,서울 마포구 양화로 36 1층,02-322-0632,육전소고기국밥,"9,000원",육전비빔막국수,"9,000원",육전물막국수,"9,000원",함박곰탕,"12,000원"
비스트로큐슈,0.418,0.133,0.158,0.042,0.057,0.065,0.052,0.036,0.039,3720317,서울 마포구 와우산로 150-2 2층(대로변서 봤을때 2층 정면1층),02-322-1913,에비야끼카레,"10,800원",타코야끼카레,"10,800원",훈제 삼겹야끼카레,"10,800원",시금치 치킨 카레,"9,300원"
쿠보,0.283,0.246,0.101,0.141,0,0.116,0,0.112,0,163607606,서울 마포구 동교로 258-1 2층,0507-1359-4352,한우모츠나베,"19,000원",쿠보파스타,"18,000원",연어사시미(소),"19,000원",명란크림파스타,"16,000원"
소금과다시마,0.239,0.232,0.206,0.071,0.039,0.103,0,0.11,0,157060463,서울 마포구 잔다리로7길 38 이막빌딩 1층,0507-1393-3766,안카케 나폴리탄,"12,000원",,,,,,
홍차이,0.289,0.148,0.055,0.08,0.15,0.096,0.139,0,0.043,158643096,서울 마포구 망원로 19,02-332-4717,홍짜장,"7,000원",홍짬뽕,"9,500원",새우볶은밥,"9,000원",매콤해물 쟁반짜장 2인,"15,000원"
구가네 김밥,0.363,0.111,0.031,0.052,0.085,0.126,0.064,0,0.168,37159920,서울 마포구 월드컵로3길 28 금성빌딩 1층,02-332-4925,구가네김밥,"4,000원",고추김밥,"4,500원",유부김밥,"5,000원",꽃나물김밥,"5,000원"
한잔하다,0.311,0.269,0.084,0.15,0,0.096,0,0.09,0,110490726,서울 마포구 동교로34길 9 2층,0507-1392-8655,아롱사태전골,"28,000원",육전,"25,000원",돼지얼큰전골,"25,000원",냉채아롱사태,"26,000원"
합정식,0.308,0.084,0.033,0.081,0.067,0.142,0.085,0,0.201,7360398,서울 마포구 월드컵로3길 14 마포한강푸르지오 2차 B122호 합정식,0507-1417-8337,통김치찌개+못난이계란,"10,000원",남해해물얼큰순두부+계란,"10,000원",얼큰차돌순두부,"10,000원",보들보들수육정식(찌개선택),"12,000원"
뚜이연남,0.292,0.225,0.135,0.131,0,0.078,0,0.139,0,115103065,서울 마포구 동교로34길 11,0507-1376-0679,광동식마파두부,"16,000원",분모자 로제떡볶이,"15,000원",항정살공심채볶음,"20,000원",뚜이마라탕,"23,000원"
백미향,0.427,0.126,0.038,0.047,0.085,0.114,0.076,0,0.088,2083689,서울 마포구 성지길 27 디엠아이빌딩,02-312-8253,쟁반짜장,"9,000원",짜장면,"7,000원",매운짜장,"8,000원",삼선간짜장,"9,000원"
철판집,0.38,0.226,0.167,0.057,0,0.106,0,0.064,0,3732266,서울 마포구 독막로3길 24-11 1층 철판집,0507-1483-9233,스테이크 철판구이 세트,"39,000원",랍스터테일 세트,"39,000원",중하새우 세트,"31,000원",오꼬노미야끼,"17,000원"
홍대간장게장 홍일품,0.255,0.178,0.039,0.087,0.141,0.162,0.139,0,0,2071359,서울 마포구 독막로 47-1 홍일품간장게장무한리필.암게정식전문점,02-335-1831,암게200g+양념+새우장+알밥+꽃게탕,"27,900원",암게200g+양념+알밥+꽃게탕,"24,900원",암게300g+양념+새우장+알밥+꽃게탕,"32,900원",암게300g+양념+알밥+꽃게탕,"29,900원"
옹달샘 본점,0.377,0.098,0.066,0.026,0.118,0.13,0.13,0.01,0.044,1353885,서울 마포구 양화로6길 99,02-333-2440,곤드레 나물밥,"9,000원",닭볶음탕,"38,000원",김치찜,"20,000원",오징어볶음,"9,000원"
심야식당 오밤중,0.411,0.107,0.217,0.125,0,0,0,0.14,0,106395706,서울 마포구 포은로2가길 6 1층,0507-1412-8824,스끼야끼,"20,000원",대구 오징어 무침회&납작만두,"24,500원",트러플 감자 수플레,"15,000원",크림치즈 호두강정,"12,000원"
본차일드,0.273,0.221,0.106,0.17,0.131,0,0,0.099,0,177691915,서울 마포구 동교로38길 27-4 1층,0507-1420-0932,바질크림새우,"29,000원",레드와인 깐풍기,"25,000원",소고기탕면,"14,000원",비프에그누들,"14,000원"
청년다방 서울 당산역점,0.449,0.144,0.064,0.047,0.061,0.112,0.107,0,0.017,3782278,서울 영등포구 당산로 205 효성헤링턴타워,02-2677-1460,마라이징떡볶이,"21,500원",감자돌이떡볶이,"17,500원",차새대떡볶이(중),"23,500원",반반떡볶이,"19,500원"
연희동할머니네,0.398,0.144,0,0.018,0.04,0.153,0.101,0,0.147,1988622,서울 마포구 성미산로 100,02-322-8258,생선구이 백반,"9,000원",,,,,,
명월루,0.217,0.162,0.135,0.144,0.092,0.031,0.034,0.187,0,106273586,서울 마포구 와우산로 39-21,010-9155-9290,우삼겹백짬뽕전골,"25,000원",쯔란등갈비,"18,000원",멘보샤 8P,"20,000원",쿵파오치킨,"19,000원"
리차드하우스 연남,0.302,0.127,0.12,0.089,0.077,0.033,0.05,0.202,0,162933900,서울 마포구 동교로46길 36 1층,0507-1498-3889,리차드 폭립,"25,000원",옥수수크림 뇨끼,"9,000원",라구 파스타,"17,000원",시그니처 스테이크,"31,000원"
쟈드니에,0.298,0.171,0.13,0.041,0.159,0.038,0.06,0.102,0,144447558,서울 마포구 동교로51길 133-1,,라구파스타,"15,800원",부라타 피자,"29,000원",바닐라프렌치토스트,"8,000원",쟈드니에 플레이트,"16,000원"
플롭 연남,0.337,0.132,0.147,0.104,0.058,0,0.045,0.178,0,113643659,서울 마포구 동교로38길 27-9 1층,02-332-1195,쿼터L,"27,000원",하프앤하프S,"23,000원",토마토펜네 오븐 파스타,"12,500원",대파크림 오븐 파스타,"13,500원"
한우 오마카세 압도,0.265,0.235,0.126,0.113,0.123,0,0.058,0.08,0,101698023,서울 마포구 독막로5길 33 2층,0507-1349-4014,9가지 한식코스와 1+이상의 한우코스,"150,000원",콜키지(1병),"30,000원",,,,
양식구옥,0.287,0.204,0.075,0.128,0.075,0.039,0.038,0.154,0,112989636,서울 마포구 동교로38길 27 2층,0507-1332-3171,부채살스테이크크림파스타,"19,000원",인절미고르곤졸라피자,"15,900원",감바스,"23,000원",2인SET1/피자&파스타&에이드2잔,"46,900원"
해피치즈스마일 연남점,0.291,0.162,0.123,0.109,0.036,0.079,0.099,0.101,0,133408951,서울 마포구 동교로 244-1 2층 해피치즈스마일 연남점,0507-1336-6703,햅삐로제볶이 (★추천),"12,000원",돈가스 플레이트 (★추천),"15,000원",new!파티SET,"29,000원",해피크림 SET,"28,000원"
국제양식,0.32,0.215,0.078,0.128,0.103,0,0,0.157,0,167463634,서울 마포구 양화로1길 38 대운행복아파트 1층 102호,0507-1319-4221,양모듬볶음밥셋트,"61,000원",양모듬국물요리셋트,"71,000원",양모듬요리셋트,"75,000원",생양갈비(숄더랙)240g,"32,000원"
카마카츠,0.294,0.117,0.11,0.094,0.119,0.031,0.138,0.035,0.062,125518221,서울 마포구 동교로 262-10 2층,0507-1328-1487,로스카츠정식,"15,000원",히레카츠정식,"16,000원",모듬카츠정식,"17,000원",특상 로스카츠정식,"17,000원"
이차돌 홍대점,0.372,0.176,0.073,0.036,0.036,0.21,0.097,0,0,48805512,서울 마포구 잔다리로6길 36 동천빌딩 1층,02-336-3888,차돌박이,"8,900원",차돌삼겹,"7,900원",순살차돌+제주돈차돌,"8,900원",이된장,"6,900원"
또보겠지떡볶이집 붕붕허니비점,0.393,0.162,0.115,0.038,0.074,0.093,0.076,0.049,0,3766386,서울 마포구 양화로19길 22-25 2층,0507-1415-1287,버터갈릭 감자튀김,"6,500원",2인분 포장(비조리),"14,000원",날치알 볶음밥,"3,500원",1인분 포장(비조리),"7,500원"
월량관,0.442,0.1,0.183,0.025,0.059,0.085,0.064,0.042,0,181005167,서울 마포구 동교로46길 10 1층,02-322-1830,쇼마이,"5,500원",샤오롱바오,"6,500원",우육탕면,"9,000원",중식치킨까스,"9,000원"
이가네양꼬치 합정점,0.511,0.101,0.106,0.059,0.128,0.045,0.05,0,0,175057030,"서울 마포구 월드컵로1길 14 B118-1호,2호",02-338-6788,양왕갈비(250g),"25,000원",양등심꼬치(250g),"22,000원",양왕꼬치,"18,000원",마늘,"3,000원"
천일양꼬치,0.517,0.113,0.113,0,0.073,0.113,0.073,0,0,3634269,서울 마포구 월드컵북로2길 29 2층,070-8128-8856,양꼬치,"13,000원",양왕갈비,"25,000원",양갈비 1kg,"30,000원",생양갈비살,"15,000원"
버섯마루,0.374,0.128,0.084,0.042,0.212,0.073,0.087,0,0,1832228,서울 마포구 월드컵로 35,02-702-5245,버섯해물전골 (중),"49,000원",버섯불고기,"15,000원",버섯해물찜 (중),"49,000원",모둠버섯해물샤브,"27,000원"
미야비 하나레,0.389,0.18,0.167,0.163,0,0,0,0.101,0,156880281,서울 마포구 월드컵로3길 31-7 2층,0507-1323-5572,캐주얼 가이세키 코스,"78,000원",사케 오마카세,"30,000원",,,,
명동 신세계떡볶이,0.307,0.214,0.07,0.065,0.088,0.088,0.033,0.005,0.13,177434807,서울 마포구 홍익로 10,070-8158-2690,떡볶이,"4,000원",순대,"4,000원",만두,"3,000원",튀김,"3,000원"
보승회관 홍대직영점,0.412,0.11,0.039,0.052,0.066,0.096,0.108,0,0.117,52378805,서울 마포구 어울마당로 131,02-322-8111,순대 항정수육 정식,"14,000원",순대국밥,"9,000원",수육국밥,"9,000원",내장국밥,"9,500원"
동대문엽기떡볶이 상수역점,0.382,0.202,0.034,0.101,0.056,0.084,0.124,0,0.017,158972948,서울 마포구 어울마당로 42 1층,0507-1305-8591,마라떡볶이,"16,000원",엽기떡볶이,"14,000원",로제떡볶이,"16,000원",짜장떡볶이,"16,000원"
마라영웅 홍대본점,0.27,0.136,0.045,0.096,0.147,0.11,0.102,0.048,0.045,190807220,서울 마포구 독막로9길 5 1층,02-6406-0880,[고기포함]]다무료추가/대박마라탕(마라탕(400g)),"13,500원",[고기포함]]다무료추가/대박마라탕(마라탕(500g)),"17,000원",[고기포함]]다무료추가/대박마라탕(마라탕(600g)),"20,500원",[고기포함]]다무료추가/대박마라탕(마라탕(700g)),"24,000원"
청년다방 홍대로데오점,0.474,0.138,0.069,0.057,0.058,0.089,0.098,0,0.017,198975271,서울 마포구 홍익로 25,02-3144-1823,마라이징떡볶이,"21,500원",감자돌이떡볶이,"17,500원",차새대떡볶이(중),"23,500원",반반떡볶이,"19,500원"
